name,year
"""Durnaya krov"" (2013)",2013
"""Durnushek.net"" (2012)",2012
"""Dva Antona"" (2009)",2009
"""Dva ottsa i dva syna"" (2013)",2013
"""Dva plyus dva"" (2015)",2015
"""Dva s polovinoy povara"" (2012)",2012
"""Dva s polovinoy povara. Otkrytaya kuhnya"" (2013)",2013
"""Dva tsveta strasti"" (2008)",2008
"""Dve legendy"" (2014)",2014
"""Dve sestry 2"" (2009)",2009
"""Dve sestry"" (2008)",2008
"""Dve storony odnoy Anny"" (2009)",2009
"""Dve sudby"" (2002)",2002
"""Dve sudby: Novaya zhizn"" (2008)",2008
"""Dve zimy i tri leta"" (2014)",2014
"""Dvenadtsat"" (2007)",2007
"""Dvoe iz lartsa dva"" (2008)",2008
"""Dvoe iz lartsa"" (2006)",2006
"""Dvoe s pistoletami"" (2013)",2013
"""Dvoe s pistoletami"" (2013) {(#1.1)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.10)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.11)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.12)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.13)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.14)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.15)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.16)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.2)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.3)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.4)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.5)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.6)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.7)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.8)}",2013
"""Dvoe s pistoletami"" (2013) {(#1.9)}",2013
"""Dvorik"" (2010)",2010
"""Dvoynoy blyuz"" (2013)",2013
"""Dyatlovy"" (2004)",2004
"""Dym"" (1992)",1992
"""Dyshi so mnoy 2"" (2011)",2011
"""Dyshi so mnoy"" (2010)",2010
"""Dyuzhina pravosudiya"" (2007)",2007
"""Dzhonik"" (2006)",2006
"""Dzhuna"" (2015)",2015
"""Dzisay"" (2005)",2005
"""Eda s Alekseem Ziminym"" (2009)",2009
"""Edinstvenniy muzhchina"" (2010)",2010
"""Edinstvennyy moy grekh"" (2012)",2012
"""Edvard Radzinsky. Dom Romanovykh: Lyubov' i Smert'"" (2005)",2005
"""Effect Matroni"" (2015)",2015
"""Effekt Bogarne"" (2013)",2013
"""Efrosinya"" (2010)",2010
"""Efrosinya. Prodolzhenie"" (2011)",2011
"""Efrosinya. Taezhnaya lyubov"" (2012)",2012
"""Ego lyubov"" (2013)",2013
"""Ekaterina"" (2014)",2014
"""Eksperty"" (2007)",2007
"""Ekstrasensy vedut rassledovanie"" (2009)",2009
"""Enigma"" (2010)",2010
"""Era Streltsa tri"" (2009)",2009
"""Era streltsa"" (2007)",2007
"""Ermak"" (1996)",1996
"""Ermolovy"" (2009)",2009
"""Esenin"" (2005)",2005
"""Eshelon"" (2005)",2005
"""Esli nam sudba"" (2009)",2009
"""Esli nebo molchit"" (2013)",2013
"""Esli u Vas netu teti..."" (2007)",2007
"""Estestvenniy otbor"" (2010)",2010
"""Etazh"" (2013)",2013
"""Eternal Vacation"" (2016)",2016
"""Eto lyubov"" (2015)",2015
"""Evgeniy Gabrilovich. Posledniy avtograf"" (1998)",1998
"""Evlampiya Romanova. Sledstvie vedet diletant"" (2003)",2003
"""Extreme Collectors"" (2013)",2013
"""Eynshteyn. Teoriya lyubvi"" (2013)",2013
"""F.A.Q."" (2011)",2011
"""Fabrika grez"" (2004)",2004
"""Fabrika zvezd"" (2002)",2002
"""Fabrika zvezd: Vozvrashchenie"" (2011)",2011
"""Faith, Hope, Love"" (2016)",2016
"""Fallout: Equestria"" (2017)",2017
"""Fantom"" (2012)",2012
"""Farforovaya svadba"" (2011)",2011
"""Fartsa"" (2015)",2015
"""Fatalisty"" (2003)",2003
"""Favorit"" (2005)",2005
"""Favorskiy"" (2005)",2005
"""Feaction"" (2016)",2016
"""Feechki supervised"" (2015)",2015
"""Feshn terapiya"" (2014)",2014
"""Fevralskaya revolyutsiya"" (2007)",2007
"""Fiksiki"" (2010)",2010
"""Fit-bo"" (2009)",2009
"""Fizika ili khimiya"" (2011)",2011
"""Fizruk"" (2013)",2013
"""Flutter Green Reacts"" (2014)",2014
"""Fm i rebyata"" (2001)",2001
"""Format A4"" (2011)",2011
"""Formula stikhii"" (2008)",2008
"""Fors-mazhor"" (2005)",2005
"""Forsaj"" (2003)",2003
"""Fotograf"" (2008)",2008
"""Frodya"" (2013)",2013
"""Frontovaya Moskva. Istoriya pobedi"" (2011)",2011
"""Furtseva. Legenda o Ekaterine"" (2011)",2011
"""GIBDD i t.d."" (2008)",2008
"""Gadalka"" (2012)",2012
"""Gadaniye pri svechakh"" (2011)",2011
"""Gadzhet"" (2007)",2007
"""Gaishniki"" (2008)",2008
"""Galileo"" (2007)",2007
"""Galina"" (2008)",2008
"""Galygin.ru"" (2010)",2010
"""Garazhi"" (2010)",2010
"""Geheimes Kuba"" (2015)",2015
"""Generalskaya vnuchka"" (2009)",2009
"""Genii i zlodei"" (2003)",2003
"""Gennadiy Khazanov. Zhil-byl ya"" (2000)",2000
"""Geroi interneta"" (2014)",2014
"""Geroy nashego vremeni"" (2006)",2006
"""Getery mayora Sokolova"" (2014)",2014
"""Geymery"" (2012)",2012
"""Gibel imperii"" (2005)",2005
"""Glavniy Geroy"" (2007)",2007
"""Glavnye lyudi"" (2012)",2012
"""Glaza Olgy Korj"" (2002)",2002
"""Glukhar 2. Prodolzhenie"" (2009)",2009
"""Glukhar"" (1994)",1994
"""Glukhar"" (2008)",2008
"""Glukhar"" (2008) {Option (#1.48)}",2008
"""Glukhar. Vozvrashchenie"" (2010)",2010
"""Gobliny. Zashchita svideteley"" (2011)",2011
"""God v Toskane"" (2015)",2015
"""Golosa"" (2010)",2010
"""Golubka"" (2010)",2010
"""Goluboy yad"" (2016)",2016
"""Gonchie"" (2007)",2007
"""Good People"" (2011)",2011
"""Gora samotsvetov"" (2005)",2005
"""Gora samotsvetov"" (2005) {KuyGorozh (#6.5)}",2005
"""Gora samotsvetov"" (2005) {Zhikharka (#5.1)}",2005
"""Gorod soblaznov"" (2009)",2009
"""Gorodok"" (1993)",1993
"""Gorodskie legendy"" (2007)",2007
"""Gorodskie shpiony"" (2013)",2013
"""Goryachev i drugie"" (1992)",1992
"""Goryachii parni"" (????)",
"""Goryunov"" (2013)",2013
"""Gospoda oficery"" (2004)",2004
"""Gospoda-tovarishchi"" (2014)",2014
"""Gostnitsa 'Rossiya'"" (2016)",2016
"""Gosudarstvennaya zashchita 3"" (2013)",2013
"""Govori Vsegda 6"" (2010)",2010
"""Govorit politsiya"" (2011)",2011
"""Goznak"" (2015)",2015
"""Grach"" (2012)",2012
"""Graf Krestovskiy"" (2004)",2004
"""Grafinya de Monsoro"" (1998)",1998
"""Granitsa vremeni"" (2015)",2015
"""Granitsa. Tayozhnyy roman"" (2001)",2001
"""Grazhdanin nachalnik"" (2001)",2001
"""Grazhdanka nachalnitsa. Prodolzhenie"" (2012)",2012
"""Great Battles and Wins"" (2014)",2014
"""Grekhi ottsov"" (2004)",2004
"""Grigoriy R."" (2014)",2014
"""Grom"" (2013)",2013
"""Gromovy"" (2006)",2006
"""Gromovy. Dom nadezhdy"" (2007)",2007
"""Grozovye vorota"" (2006)",2006
"""Gruppa 'Zeta' 2"" (2009)",2009
"""Gruppa 'Zeta'"" (2007)",2007
"""Gruppa krovi"" (2007)",2007
"""Gruppa schastya"" (2011)",2011
"""Gruz"" (2012)",2012
"""Gryaznaya rabota"" (2009)",2009
"""Gunanoydy v Korolyove"" (2008)",2008
"""Guyver. Mutilator Hero"" (2016)",2016
"""Gyulchatay. Radi lyubvi"" (2014)",2014
"""Hallowinskie vzlomy"" (2015)",2015
"""Hermitage Masterpieces"" (1992)",1992
"""HeyIamHiggins"" (2014)",2014
"""High School Students"" (2006)",2006
"""Highlights of the Week with Chrystal Callahan"" (2009)",2009
"""Hits to Kill"" (2006)",2006
"""Hochu verit!"" (2009)",2009
"""Hold Me Tight"" (2007)",2007
"""Hotel Eleon"" (2016)",2016
"""House of the Night"" (????)",
"""Hren' 2.0"" (2010)",2010
"""Hren' 2.0"" (2010) {KITAYPAD (#2.2)}",2010
"""Hren' 2.0"" (2010) {Kitayskaya Nintendo DS (#1.6)}",2010
"""Hren' 2.0"" (2010) {Kitayskaya PSP (#1.1)}",2010
"""Hren' 2.0"" (2010) {Kitayskaya Wii (#1.9)}",2010
"""Hren' 2.0"" (2010) {Litsukha 9 ROTY (#1.8)}",2010
"""Hren' 2.0"" (2010) {Nastolnaya Chyornaya molniya. (#1.3)}",2010
"""Hren' 2.0"" (2010) {Novogdniy Terminator (#3.59)}",2010
"""Hren' 2.0"" (2010) {Nston'niy pisets (#1.5)}",2010
"""Hren' 2.0"" (2010) {Portativnaya Dendy (#1.4)}",2010
"""Hren' 2.0"" (2010) {Portativnaya SEGA (#2.4)}",2010
"""Hren' 2.0"" (2010) {Pozor Hero (#2.1)}",2010
"""Hren' 2.0"" (2010) {ZASHITNEG (#2.3)}",2010
"""Hren' 2.0"" (2010) {Zhperia (Kitayskiy igrovoy pleer) (#1.7)}",2010
"""I padayet sneg"" (2007)",2007
"""I sharik vernetsya"" (2015)",2015
"""I vse-taki ya lyublyu..."" (2008)",2008
"""Idealnaya para"" (2001)",2001
"""Idealnaya zhertva"" (2015)",2015
"""Idealnyy brak"" (2013)",2013
"""Idiot"" (2003)",2003
"""Igra na vybyvanie"" (2004)",2004
"""Igra"" (2011)",2011
"""Igrushki"" (2010)",2010
"""Igry v podkidnogo"" (2001)",2001
"""Ikh Italiya"" (2012)",2012
"""Ikorniy baron"" (2012)",2012
"""Ikra"" (2017)",2017
"""Illuminati confirmed"" (2016)",2016
"""Imperiya illyuziy: Bratya Safronovy"" (2015)",2015
"""Imperiya pod udarom"" (2000)",2000
"""In the World of the Fairies"" (2016)",2016
"""Indus"" (2010)",2010
"""Infomaniya"" (2009)",2009
"""Inkassatory"" (2013)",2013
"""Inkvizitor"" (2014)",2014
"""Inostrannaya kuhnya"" (2006)",2006
"""Inostrannoe delo"" (2004)",2004
"""Inspektor Kuper 2"" (2015)",2015
"""Inspektor Kuper"" (2012)",2012
"""Institut blagorodnykh devits"" (2010)",2010
"""Instruktor"" (2003)",2003
"""Intercept"" (1998)",1998
"""Interny"" (2010)",2010
"""Isaev"" (2009)",2009
"""Ischeznuvshie"" (2009)",2009
"""Iskateli"" (2002)",2002
"""Istoricheskie khroniki"" (2005)",2005
"""Istoricheskie puteshestviya Ivana Tolstogo. K godu Italii i Ispanii v Rossii"" (2011)",2011
"""Istoricheskie puteshestviya Ivana Tolstogo. Literaturnye mistifikatsii"" (2011)",2011
"""Istoricheskie puteshestviya Ivana Tolstogo. Yasnaya Polyana"" (2011)",2011
"""Istorii iz budushego"" (2010)",2010
"""Istorii v detalyah"" (2003)",2003
"""Istoriya Letchika"" (2009)",2009
"""Istoriya Rossii XX veka"" (2007)",2007
"""Istoriya gosudarstva Rossiyskogo"" (2008)",2008
"""Istoriya kinonachalnikov, ili Stroiteli i perestroyshiki"" (2008)",2008
"""Istoriya zechki"" (2009)",2009
"""Istrebiteli"" (2013)",2013
"""Istselenie lyubovyu"" (2005)",2005
"""Ivan Groznyy"" (2009)",2009
"""Ivan Podushkin. Dzhentlmen syska"" (2006)",2006
"""Iz vseh orudiy"" (2011)",2011
"""Iz zhizni kapitana Chernyaeva"" (2009)",2009
"""Izmena"" (2011)",2011
"""Izmeni"" (2015)",2015
"""KGB v smokinge"" (2005)",2005
"""Kadetstvo"" (2006)",2006
"""Kadety"" (2004)",2004
"""Kak Eto Bylo"" (1997)",1997
"""Kak v starom detektive"" (2004)",2004
"""Kak vyyti zamuzh za millionera"" (2012)",2012
"""Kak vyyti zamuzh za millionera-2"" (2014)",2014
"""Kak ya stal russkim"" (2015)",2015
"""Kak ya vstretil vashu mamu"" (2010)",2010
"""Kakie lyudi!"" (2012)",2012
"""Kamenskaya chetyre"" (2005)",2005
"""Kamenskaya pyat"" (2008)",2008
"""Kamenskaya shest"" (2011)",2011
"""Kamenskaya: Illyuziya grekha"" (2003)",2003
"""Kamenskaya: Stechenie obstoyatelstv"" (1999)",1999
"""Kamenskaya: Ukradennyy son"" (2002)",2002
"""Kapitan Gordeev"" (2010)",2010
"""Kapitan Pravda"" (2000)",2000
"""Kapitanskie deti"" (2006)",2006
"""Kaplya sveta"" (2009)",2009
"""Karambol"" (2006)",2006
"""Karamel"" (2011)",2011
"""Karmelita"" (2005)",2005
"""Karmelita. Tsyganskaya strast"" (2009)",2009
"""Karpov 2"" (2013)",2013
"""Karpov 3"" (2014)",2014
"""Karpov"" (2012)",2012
"""Kartina melom"" (2011)",2011
"""Karusel"" (2005)",2005
"""Kasting na lyubov"" (2015)",2015
"""Katerina"" (2007)",2007
"""Katerina. Drugaya zhizn"" (2013)",2013
"""Katerina. Vozvrashenie"" (2008)",2008
"""Katerina: Semya"" (2011)",2011
"""Katina lyubov 2"" (2012)",2012
"""Katina lyubov"" (2012)",2012
"""Katya"" (2009)",2009
"""Kavalery Morskoy Zvezdy"" (2004)",2004
"""Kazaki"" (2015)",2015
"""Kazaki-razboyniki"" (2008)",2008
"""Kazaroza"" (2005)",2005
"""Kazus Kukotskogo"" (2005)",2005
"""Keiser Report"" (2009)",2009
"""KhB"" (2013)",2013
"""Khimik"" (2010)",2010
"""Khiromant 2"" (2007)",2007
"""Khiromant"" (2005)",2005
"""Khmurov"" (2013)",2013
"""Khokkeynye igry"" (2012)",2012
"""Kholodnoe serdtse"" (2010)",2010
"""Kholostyaki"" (2004)",2004
"""Khoroshie ruki"" (2014)",2014
"""Khozyayka moey sudby"" (2012)",2012
"""Khozyayka taygi dva"" (2012)",2012
"""Khozyayka taygi dva"" (2012) {(#1.10)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.11)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.12)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.13)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.14)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.15)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.16)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.17)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.18)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.19)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.20)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.21)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.3)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.4)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.5)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.6)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.7)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.8)}",2012
"""Khozyayka taygi dva"" (2012) {(#1.9)}",2012
"""Khozyayka taygi dva"" (2012) {(#2.1)}",2012
"""Khozyayka taygi dva"" (2012) {(#2.2)}",2012
"""Khozyayka taygi dva"" (2012) {(#2.22)}",2012
"""Khozyayka taygi dva"" (2012) {(#2.23)}",2012
"""Khozyayka taygi dva"" (2012) {(#2.24)}",2012
"""Khozyayka taygi"" (2009)",2009
"""Khranimye sudboy"" (2011)",2011
"""Khranitel"" (2009)",2009
"""Khroniki lombarda"" (2014)",2014
"""Khroniki moskovskogo byta"" (2009)",2009
"""Khutoryanin"" (2013)",2013
"""Khvost"" (2012)",2012
"""KiT stupid shou"" (2014)",2014
"""Kino-mylo"" (2013)",2013
"""Kinobogini"" (2010)",2010
"""Klassnye muzhiki"" (2010)",2010
"""Kletka"" (2003)",2003
"""Klim"" (2015)",2015
"""Klounov ne ubivayut"" (2005)",2005
"""Klub"" (2006)",2006
"""Klubnichka"" (1997)",1997
"""Klyanyomsya zaschischat"" (2013)",2013
"""Klyuchi ot schastya 2"" (2011)",2011
"""Kobra antiterror"" (2003)",2003
"""Kobra antiterror"" (2003) {Gnev: Part 1 (#1.6)}",2003
"""Kobra"" (2001)",2001
"""Kodeks Chesti 7"" (2014)",2014
"""Kodeks chesti"" (2004)",2004
"""Kogda rastayal sneg"" (2009)",2009
"""Koldovskaya lyubov dva"" (2009)",2009
"""Kolibel nad bezdnoy"" (2014)",2014
"""Kollektsiya idey"" (2005)",2005
"""Kollektsiya"" (2006)",2006
"""Kolybelnye mira"" (2008)",2008
"""Koma"" (2013)",2013
"""Komanda Che"" (2012)",2012
"""Komanda"" (2004)",2004
"""Komanda"" (2015)",2015
"""Komediyniy kokteyl"" (2002)",2002
"""Kon Belyy"" (1993)",1993
"""Konets sveta"" (2006)",2006
"""Konferentsiya manyakov"" (2003)",2003
"""Konstantin Raykin. Odin Na Odin So Zritelem"" (2010)",2010
"""Kontora"" (2006)",2006
"""Kontrigra"" (2011)",2011
"""Kontslagerya. Doroga v ad"" (2009)",2009
"""Kontuzhenyy"" (2012)",2012
"""Konvoy PQ-17"" (2004)",2004
"""Korabl"" (2014)",2014
"""Kordon sledovatelya Saveleva"" (2012)",2012
"""Koroleva Margo"" (1996)",1996
"""Koroleva banditov 2"" (2014)",2014
"""Koroleva banditov"" (2013)",2013
"""Koroleva igry"" (2014)",2014
"""Korolevstvo krivykh..."" (2005)",2005
"""Koroli igry"" (2007)",2007
"""Koroten'ko..."" (2012)",2012
"""Kosatka"" (2015)",2015
"""Kosmicheskie shlyukhi iz kosmosa"" (2012)",2012
"""Kosti"" (2016)",2016
"""Kostoprav"" (2011)",2011
"""Kosvennye uliki"" (2005)",2005
"""Kotiki, vpered!"" (2014)",2014
"""Kotovskiy"" (2010)",2010
"""Kozlyonok v moloke"" (2003)",2003
"""Krakh favorita"" (2009)",2009
"""Kraplenyy"" (2012)",2012
"""Krasavchik"" (2011)",2011
"""Krasavitsa"" (2013)",2013
"""Krasivaya zhizn"" (2014)",2014
"""Krasivaya zhizn"" (2014) {(#1.1)}",2014
"""Krasivaya zhizn"" (2014) {(#1.10)}",2014
"""Krasivaya zhizn"" (2014) {(#1.11)}",2014
"""Krasivaya zhizn"" (2014) {(#1.12)}",2014
"""Krasivaya zhizn"" (2014) {(#1.13)}",2014
"""Krasivaya zhizn"" (2014) {(#1.14)}",2014
"""Krasivaya zhizn"" (2014) {(#1.15)}",2014
"""Krasivaya zhizn"" (2014) {(#1.16)}",2014
"""Krasivaya zhizn"" (2014) {(#1.17)}",2014
"""Krasivaya zhizn"" (2014) {(#1.18)}",2014
"""Krasivaya zhizn"" (2014) {(#1.19)}",2014
"""Krasivaya zhizn"" (2014) {(#1.2)}",2014
"""Krasivaya zhizn"" (2014) {(#1.20)}",2014
"""Krasivaya zhizn"" (2014) {(#1.3)}",2014
"""Krasivaya zhizn"" (2014) {(#1.4)}",2014
"""Krasivaya zhizn"" (2014) {(#1.5)}",2014
"""Krasivaya zhizn"" (2014) {(#1.6)}",2014
"""Krasivaya zhizn"" (2014) {(#1.7)}",2014
"""Krasivaya zhizn"" (2014) {(#1.8)}",2014
"""Krasivaya zhizn"" (2014) {(#1.9)}",2014
"""Krasnaya Koroleva"" (2015)",2015
"""Krasnaya kapella"" (2004)",2004
"""Krasnaya ploschad"" (2004)",2004
"""Krasniy Tsinik"" (2011)",2011
"""Krasnoe na belom"" (2009)",2009
"""Krasnye gory"" (2013)",2013
"""Kratkiy kurs schastlivoy zhizni"" (2012)",2012
"""Krem"" (2009)",2009
"""Kremen"" (2012)",2012
"""Kremen. Osvobozhdenie"" (2012)",2012
"""Kreml-9"" (2001)",2001
"""Kremlevskie deti"" (2008)",2008
"""Kremlevskie pohorony"" (2009)",2009
"""Kremlevskie zheny"" (2009)",2009
"""Kremlyovskie kursanty"" (2009)",2009
"""Kremlyovskiy koncert"" (2002)",2002
"""Kremlyovskiy koncert"" (2002) {Den svyatogo valentina (#1.11)}",2002
"""Kremlyovskiy koncert"" (2002) {Zolotoj Putin (#1.16)}",2002
"""Krest v kruge"" (2009)",2009
"""Krestniy"" (2014)",2014
"""Krestyanskaya istoriya"" (2014)",2014
"""Krik sovy"" (2013)",2013
"""Kriminalnaya Rossiya"" (1995)",1995
"""Kriminalnoe Video"" (2008)",2008
"""Kriminalnoe nasledstvo"" (2014)",2014
"""Kriminalnye hroniki"" (2009)",2009
"""Kriminalnye igry"" (2005)",2005
"""Krizis nezhnogo vozrasta"" (2016)",2016
"""Krizisniy menedzher"" (2015)",2015
"""Krot 2"" (2002)",2002
"""Krot"" (2001)",2001
"""Krovaviy krug"" (2006)",2006
"""Krovinushka"" (2012)",2012
"""Krugliy God"" (2009)",2009
"""Kruiz"" (2010)",2010
"""Krutyye berega"" (2011)",2011
"""Kruzheva"" (2008)",2008
"""Kto byl Shekspirom"" (2008)",2008
"""Kto khochet stat millionerom?"" (2001)",2001
"""Kto sverkhu?"" (2013)",2013
"""Kto v dome khozyain?"" (2006)",2006
"""Kto, esli ne ya?"" (2012)",2012
"""Kub"" (2013)",2013
"""Kukhnya"" (2012)",2012
"""Kulagin i partnyory"" (2004)",2004
"""Kulinar"" (2012)",2012
"""Kulinarnaya Duel"" (2014)",2014
"""Kult"" (2015)",2015
"""Kupidon"" (2011)",2011
"""Kuprin. Poedinok"" (2014)",2014
"""Kuprin. Vpotmakh"" (2014)",2014
"""Kuprin. Yama"" (2014)",2014
"""Kurazh"" (2014)",2014
"""Kurortnyy roman"" (2014)",2014
"""Kurortnyy roman"" (2015)",2015
"""Kursanty"" (2004)",2004
"""Kurskaya bytva. Vremya pobezhdat"" (2013)",2013
"""Kuzkina mat. Itogi"" (2013)",2013
"""Kvartirka"" (2004)",2004
"""Kyrortnyy roman"" (2001)",2001
"""La case du sicle"" (2010) {Birobidjan, Birobidjan!}",2010
"""Labirinty razuma"" (2006)",2006
"""Ladoga"" (2014)",2014
"""Landysh serebristyy 2"" (2005)",2005
"""Lapushki"" (2009)",2009
"""Larva"" (2016)",2016
"""Lastochkino gnezdo"" (2012)",2012
"""Lebediniy rai"" (2005)",2005
"""Ledi Bomzh"" (2001)",2001
"""Ledi Boss"" (2001)",2001
"""Ledi Mer"" (2003)",2003
"""Lednikov"" (2013)",2013
"""Lednikovyy period"" (2002)",2002
"""Legalnyy doping"" (2013)",2013
"""Legavyy 2"" (2013)",2013
"""Legavyy"" (2012)",2012
"""Legenda o Tampuke"" (2004)",2004
"""Legenda ob Olge"" (2009)",2009
"""Legendy mirovogo kino"" (2004)",2004
"""Legendy o Kruge"" (2012)",2012
"""Legko li byt molodym?"" (2015)",2015
"""Lekarstvo dlya babushki"" (2011)",2011
"""Lekarstvo protiv strakha"" (2013)",2013
"""Lektor"" (2011)",2011
"""Lelik i Barabariki"" (2009)",2009
"""Leningrad 46"" (2014)",2014
"""Leningrad"" (2007)",2007
"""Leshiy"" (2006)",2006
"""Leshiy-2"" (2008)",2008
"""Leshiy. Prodolzhenie istorii"" (2010)",2010
"""Lesnik 3"" (2014)",2014
"""Lesnik 4"" (2015)",2015
"""Lesnik"" (2011)",2011
"""Lesnik. Novye serii"" (2013)",2013
"""Letayushchiye zveri"" (2012)",2012
"""Letniy fresh"" (2014)",2014
"""Letniye priklyucheniya otchayannykh"" (2010)",2010
"""Leto volkov"" (2011)",2011
"""Letuchiy otryad"" (2009)",2009
"""Lichnaya zhizn doktora Silivanovoy"" (2007)",2007
"""Lichnaya zhizn veshey"" (2014)",2014
"""Lichniy obstoyatelstva"" (2012)",2012
"""Lichnoe delo kapitana Ryumina"" (2010)",2010
"""Life of the Mermaids"" (2015)",2015
"""Ligovka"" (2010)",2010
"""Likvidatsiya"" (2007)",2007
"""Linii sudby"" (2003)",2003
"""Liniya Marty"" (2014)",2014
"""Liniya zashchity"" (2002)",2002
"""List ozhidaniya"" (2012)",2012
"""Litsa i daty samizdata"" (2008)",2008
"""Lola i Markiz. Virtuozy legkoy nazhivy"" (2005)",2005
"""Londongrad"" (2015)",2015
"""Lord. Pyos-politseyskiy"" (2012)",2012
"""Lovushka"" (2009)",2009
"""Lovushka"" (2013)",2013
"""Lozh vo spaseniye"" (2016)",2016
"""Lubit i nenavidet"" (2009)",2009
"""Lubov i more"" (2016)",2016
"""Luchshe ne byvaet"" (2015)",2015
"""Luchshie vragi"" (2014)",2014
"""Luchshiy gorod Zemli"" (2003)",2003
"""Lukomorie"" (2012)",2012
"""Luna"" (2014/II)",2014
"""Luntik i ego druziya"" (2006)",2006
"""Luntik i ego druziya"" (2006) {33 zhuchka (#7.16)}",2006
"""Luntik i ego druziya"" (2006) {A Zemlia-to kruglaja! (#6.31)}",2006
"""Luntik i ego druziya"" (2006) {Akteriche (#7.44)}",2006
"""Luntik i ego druziya"" (2006) {Akvarium (#6.19)}",2006
"""Luntik i ego druziya"" (2006) {Apparat (#3.13)}",2006
"""Luntik i ego druziya"" (2006) {Arbuz (#7.29)}",2006
"""Luntik i ego druziya"" (2006) {Arkheologi (#7.32)}",2006
"""Luntik i ego druziya"" (2006) {Aromat (#3.52)}",2006
"""Luntik i ego druziya"" (2006) {Babay (#7.42)}",2006
"""Luntik i ego druziya"" (2006) {Babochki byvayut raznymi (#7.37)}",2006
"""Luntik i ego druziya"" (2006) {Bal teti Moti (#3.4)}",2006
"""Luntik i ego druziya"" (2006) {Balet (#6.61)}",2006
"""Luntik i ego druziya"" (2006) {Belij grib (#4.13)}",2006
"""Luntik i ego druziya"" (2006) {Besedka (#5.32)}",2006
"""Luntik i ego druziya"" (2006) {Besporiadok (#1.47)}",2006
"""Luntik i ego druziya"" (2006) {Bessonniza (#3.35)}",2006
"""Luntik i ego druziya"" (2006) {Bez pravil (#3.50)}",2006
"""Luntik i ego druziya"" (2006) {Bit Malenkim (#5.1)}",2006
"""Luntik i ego druziya"" (2006) {Blesk (#2.28)}",2006
"""Luntik i ego druziya"" (2006) {Blinchiki (#1.27)}",2006
"""Luntik i ego druziya"" (2006) {Bochka s varenjiem (#5.26)}",2006
"""Luntik i ego druziya"" (2006) {Braslet (#5.5)}",2006
"""Luntik i ego druziya"" (2006) {Bukashki (#2.19)}",2006
"""Luntik i ego druziya"" (2006) {Busini (#1.53)}",2006
"""Luntik i ego druziya"" (2006) {Buton (#1.43)}",2006
"""Luntik i ego druziya"" (2006) {Chego hotiat gusenizi? (#3.23)}",2006
"""Luntik i ego druziya"" (2006) {Cherepaha (#4.32)}",2006
"""Luntik i ego druziya"" (2006) {Cherviachok (#3.8)}",2006
"""Luntik i ego druziya"" (2006) {Chestnaja igra (#6.3)}",2006
"""Luntik i ego druziya"" (2006) {Chia poliana (#6.56)}",2006
"""Luntik i ego druziya"" (2006) {Chto risovat? (#4.20)}",2006
"""Luntik i ego druziya"" (2006) {Chto v prudu? (#1.13)}",2006
"""Luntik i ego druziya"" (2006) {Chushije veshi (#4.25)}",2006
"""Luntik i ego druziya"" (2006) {Chushoi sekret (#4.22)}",2006
"""Luntik i ego druziya"" (2006) {Chuzhaki (#7.41)}",2006
"""Luntik i ego druziya"" (2006) {Chuzhoy sunduk (#7.17)}",2006
"""Luntik i ego druziya"" (2006) {Cvetok (#1.29)}",2006
"""Luntik i ego druziya"" (2006) {Debrij volshebnik (#6.30)}",2006
"""Luntik i ego druziya"" (2006) {Den guseniz (#6.46)}",2006
"""Luntik i ego druziya"" (2006) {Den roshdenija (#1.80)}",2006
"""Luntik i ego druziya"" (2006) {Dikaja bukashka (#4.56)}",2006
"""Luntik i ego druziya"" (2006) {Do svidanija, Kuzia! (#6.11)}",2006
"""Luntik i ego druziya"" (2006) {Dobroe vospitanie (#7.31)}",2006
