n_rates,rating,name,year
13,6.3,Fatal Meeting (2011),2011.0
7,3.4,Fatal Meeting (2015/I),2015.0
8,4.2,Fatal Meeting (2015/II),2015.0
4163,6.6,Faust (2011/III),2011.0
5,2.4,Feat of Pioneer (1996) (V),1996.0
7,8.1,February 28 (2014),2014.0
7,7.6,Festival of Zombies (2010),2010.0
6,6.0,Feyerverk (2003),2003.0
19,5.2,Figa.ro (2009),2009.0
19,7.5,Figner: The End of a Silent Century (2006),2006.0
11,7.2,Filipok (1982),1982.0
17,7.0,Film (2000/IV),2000.0
12,7.2,Finding Babel (2015),2015.0
9,7.8,Finding Katie (2016),2016.0
65,5.3,"Fiofaniya, risuyushchaya smert (1991)",1991.0
1233,5.8,First Squad: The Moment of Truth (2009),2009.0
6,7.0,Five Nights at Freddy's: Survive the NIght (2016),2016.0
6,5.2,Five Nights at Ponies (2015),2015.0
9,8.1,Flagellare (2010),2010.0
157,4.3,Flesh.ka (2006),2006.0
19,7.6,Flutter Green Forever (2016),2016.0
16,7.1,Flutter Green and Screwdriver (2016),2016.0
13,7.5,Flutter Green and Screwdriver 2 (2016),2016.0
18,7.4,Flutter Green vs. Hater (2016),2016.0
19,5.1,Flutter Green: Homecoming (2016),2016.0
9,6.8,Flutter Green: Joke on April Fools Day (2016),2016.0
11,7.6,Flutter Green: Killer in the Skype (2016),2016.0
415,3.9,Fobos. Klub strakha (2010),2010.0
78,5.8,Fonogramma strasti (2009),2009.0
24,6.5,"For Faith, Tsar and Fatherland (2007) (TV)",2007.0
10,5.3,Forest (2006),2006.0
7,1.0,Forest Tragedy (2016),2016.0
7,1.0,Forest of Maniac (2016) (V),2016.0
10,8.8,Forest of Satan (2016),2016.0
7,1.3,Forest of the Dead Crawls (2016) (V),2016.0
17,6.8,Forever After (2011),2011.0
104,7.6,Forever Pure (2016),2016.0
11,5.7,Formula Zero (2006),2006.0
66,4.6,Fort Ross (2014),2014.0
5,6.8,Fort von allen Sonnen (2013),2013.0
118,6.1,Fortuna (2000),2000.0
6,8.0,Fotki (2011),2011.0
21,6.9,Fotograf (1998),1998.0
7,7.1,Four Names (2005) (TV),2005.0
78,6.3,Frantsuz (2004) (TV),2004.0
307,7.2,Franz + Polina (2006),2006.0
87,6.4,Free Pussy Riot: The Movie (2013),2013.0
6,7.7,Freedom (2016/III),2016.0
8,7.0,Freezer (2009) (V),2009.0
10,8.2,Friends (2014/II),2014.0
3586,5.5,Frostbiten (2006),2006.0
309651,7.1,Furious 6 (2013),2013.0
1048,7.1,Gadkie lebedi (2006),2006.0
171,6.8,Gadkiy utyonok (2010),2010.0
353,7.1,Gagarin (1994),1994.0
1564,6.6,Gagarin. Pervyy v kosmose (2013),2013.0
10,8.8,Gallery of Gore (2015) (V),2015.0
10,9.2,Game with Death (2015),2015.0
7,1.1,Garazh. Doroga v neizvedannoe (2016) (V),2016.0
7,1.0,Garazh. Nachalo (2015) (V),2015.0
244,5.5,Gardemariny III (1992),1992.0
497,6.6,Garpastum (2005),2005.0
11,7.7,Gaseirneba zgvis sanapiroze (1908),1908.0
5,8.0,Gatherers of Sea Grass (2016),2016.0
151,3.1,GazGolder (2014),2014.0
41,6.1,Gena Beton (2014),2014.0
18,6.3,General (1992),1992.0
2832,6.8,Generation P (2011),2011.0
2739,7.5,Geograf globus propil (2013),2013.0
283,6.6,Georg (2007),2007.0
5,4.8,Geroy (1999),1999.0
246,4.8,Geroy (2016),2016.0
17,1.9,Geroy eyo romana (2001),2001.0
10,4.3,Ghost (2010/IV),2010.0
6,2.5,Ghost (2016/II),2016.0
15,7.5,Ghost 2: Prevention (2011),2011.0
10,7.7,Ghost 3: Premonition of Death (2011),2011.0
9,2.2,Ghost 4: Retribution (2013),2013.0
9,7.4,Giddy Up! Adventures of Little Pony (2016),2016.0
5,6.0,Gidravlika (2010),2010.0
1962,6.5,Girl Model (2011),2011.0
1316,3.1,Gitler kaput! (2008),2008.0
10,8.2,Glaz Bozhiy (2012) (TV),2012.0
47,7.5,Glaza (1992),1992.0
10,6.9,Globe Trot (2014),2014.0
131,5.6,Glukhar v kino (2010),2010.0
10,4.8,"Glukhar. Prikhodi, Novyy god! (2009) (TV)",2009.0
845,5.5,Glyanets (2007),2007.0
10,7.9,Glckspilze (2013),2013.0
95,7.3,God sobaki (1994),1994.0
37,7.1,God's Fiddler: Jascha Heifetz (2011),2011.0
7,5.3,Godovshchina revolyutsii (1918),1918.0
10,7.7,Gogol. Blizhayshiy (2011),2011.0
13,7.2,Golden Key (2013),2013.0
23,5.9,"Golem, le jardin ptrifi (1993)",1993.0
94,6.6,Golfstrim pod aysbergom (2012),2012.0
13,8.8,Golod... golod... golod (1921),1921.0
95,4.8,Gololyod (2003),2003.0
5,8.4,Golosa (1997),1997.0
21,4.3,Golosa bolshoy strany (2016),2016.0
31,5.8,Golova (2004),2004.0
8,5.0,Golova klassika (2005) (V),2005.0
6,4.3,Golub - poslannik nebes (2015),2015.0
38,7.2,Golubka (2009),2009.0
105,6.5,Gongofer (1992),1992.0
13,7.2,Good Flutter Green vs. Bad Igor (2016),2016.0
110,4.0,Gop-Stop (2011),2011.0
8,3.5,Gopnik (2010),2010.0
7,5.7,Gordiy mish (2009),2009.0
23,6.1,Gore Sarry (1913),1913.0
33,6.1,Gorko (1998),1998.0
42,4.1,Gorko (2008),2008.0
1777,5.6,Gorko! (2013),2013.0
565,4.0,Gorko! 2 (2014),2014.0
11,7.2,Gornichnaya Jenny (1918),1918.0
57,6.7,Gorod bez solntsa (2005),2005.0
9,4.8,Gorod-prizrak (2013),2013.0
122,4.5,Goroskop na udachu (2015),2015.0
779,5.9,Goryachie novosti (2009),2009.0
206,5.1,Gospoda ofitsery: Spasti imperatora (2008),2008.0
9,9.0,Goulag (2000),2000.0
5,4.6,Gq (2012),2012.0
5,2.8,Graduation Film (2016),2016.0
92,5.0,Graf Montenegro (2006),2006.0
170,7.2,Graffiti (2006/II),2006.0
8,5.8,Grafinya Sheremeteva (1994) (TV),1994.0
7,5.1,Grandmother (2013) (V),2013.0
7,8.4,Grandmother Firefighter Kills Anyone Who Masturbates (2006),2006.0
16,6.7,Grazhdanin poet. Progon goda (2012),2012.0
53,5.8,Grecheskiye kanikuly (2005),2005.0
9,4.6,Grekh (1992),1992.0
7,6.6,Grekh (2007) (TV),2007.0
28,5.9,Grekh. Istoriya strasti (1993),1993.0
11,5.8,Greshnik (2014),2014.0
7,5.7,Greshnye apostoly lyubvi (1995),1995.0
19,6.5,Grindhouse: Collection of Non-Created Films (2009),2009.0
166,6.6,Gromozeka (2011),2011.0
5002,7.1,Gruz 200 (2007),2007.0
156,7.1,Gryozy (1915),1915.0
7,7.1,Guided by Spirit (2009),2009.0
6,8.5,Guru 'Looks-like me' (2016),2016.0
9,8.8,Guts & Gore (2004) (V),2004.0
8,9.0,Guts & Gore 2 (2009) (V),2009.0
353,6.0,Gvozdi (2003) (V),2003.0
55871,6.8,Hardcore Henry (2015),2015.0
5,6.8,Harry Potter and the Prisoner of Hairiness (2011),2011.0
5,7.0,Harry Potter and the Sorcerer's Feces (2011),2011.0
5,7.0,Harry Potter and the Toilet of Secrets (2011),2011.0
6,5.7,Headlong (2014),2014.0
11,6.8,Hellforces (2005) (VG),2005.0
6,7.8,Here Comes the Cat! (1992),1992.0
8,6.2,Hermeneutics (2012),2012.0
29,7.3,Hermitage Revealed (2014),2014.0
566,7.6,Heroes of Might and Magic V (2006) (VG),2006.0
574,6.4,Het Meisje en de Dood (2012),2012.0
21,6.9,Higher Mission (2015),2015.0
25,6.3,Hitler & Stalin - Portrait einer Feindschaft (2009) (TV),2009.0
7,9.0,Hitler Ate My Neighbors (2007),2007.0
314,5.7,Honey Baby (2004),2004.0
30,7.3,Honey Money (2015),2015.0
7,1.3,Hotel of the Maniac (2016) (V),2016.0
10,7.3,House of 1000 Corpses (2012) (V),2012.0
11,7.5,House of 1000 Doors: Serpent Flame (2013) (VG),2013.0
7,4.4,House of Butcher (2013),2013.0
88,9.3,How to Become a Successful Web Designer (2016),2016.0
5,5.6,Hozyaeva Geony (1992),1992.0
28328,7.1,Hundraringen som klev ut genom fnstret och frsvann (2013),2013.0
12,6.8,Hunters Since the Beginning of Time (2008),2008.0
9,3.4,Hunters of the Pokemon (2016),2016.0
55,7.1,I Am Not a Rock Star (2012),2012.0
9,2.6,I Am Vampire: Reborn (2012),2012.0
24,7.8,I Loved You (2000),2000.0
8,6.2,I Used to Live Near the Sea (1998),1998.0
15,7.3,I Want to Go to Prison (1998),1998.0
11,3.5,I am maniac (2014),2014.0
11,5.8,I ne bylo luchshe brata (2011),2011.0
8,1.9,I'm in Equestria (2016),2016.0
999,5.0,III (2015/I),2015.0
33,7.6,IL-2 Sturmovik: Birds of Prey (2009) (VG),2009.0
8,7.9,Ice Floe (2015),2015.0
9,5.8,Ichchi (2011),2011.0
13,6.1,Idealnaya para (1992),1992.0
19,6.8,Idealnaya zhena (2007) (TV),2007.0
13,5.1,Idiosyncracy (2010),2010.0
13,8.2,Idiot (1910),1910.0
205,5.8,Ierey-san. Ispoved samuraya (2015),2015.0
128,5.4,Igla Remix (2010),2010.0
84,5.4,Igra (2008),2008.0
8,6.0,Igra na vylet (2001),2001.0
10,4.6,Igra v brasletakh (1998),1998.0
11,6.2,Igra v modern (2003),2003.0
407,7.2,Igra v pravdu (2013),2013.0
18,5.3,Igra vseryoz (1992),1992.0
173,7.1,Igry motylkov (2004),2004.0
15,5.1,Igry v temnote (2014),2014.0
16,5.4,Ikona sezona (2013),2013.0
20,6.9,Il nous faut du bonheur (2011),2011.0
39,6.7,Il silenzio di Pelesjan (2011),2011.0
10,7.3,Ilfipetrov (2013),2013.0
731,7.0,Ilya Muromets i Solovey Razboynik (2007),2007.0
6,5.8,Ilya and Emilia Kabakov: Enter Here (2013),2013.0
16,7.1,Imeniny (2004),2004.0
9,8.6,"Imperator, kotoryy znal svoyu sudbu (2010)",2010.0
80,3.6,Impotent (2001),2001.0
5,10.0,Imya Rokossovsky (2016),2016.0
127,7.4,In One Breath: Alexander Sokurov's Russian Ark (2003) (V),2003.0
7,4.7,In Search of Aliens (2011),2011.0
1676,5.8,In Tranzit (2008),2008.0
6,6.2,In the Attic (2016),2016.0
30,5.6,Incognita (2012),2012.0
130,6.0,Indi (2007),2007.0
253,4.1,Indigo (2008),2008.0
293,6.5,Indigne d'Eurasie (2010),2010.0
9,8.4,Insane Horror Fan (2013),2013.0
28,6.5,Insayt (2015),2015.0
6,7.5,Interesnye muzhchiny (2003),2003.0
106,6.9,Interstelar (2014),2014.0
17,1.5,Interstelar 2: Operation Terra 2040 (2016),2016.0
7,1.0,Interview with Dr. Dawn (2014) (V),2014.0
420,5.5,Intimnye mesta (2013),2013.0
806,7.1,Invention of Love (2010),2010.0
7,6.6,Inzeyen - Malina (2007),2007.0
212,4.8,Ironiya lyubvi (2010),2010.0
2611,5.2,Ironiya sudby. Prodolzhenie (2007),2007.0
5,4.8,Ischeznovenie (1994),1994.0
409,6.8,Ischeznuvshaya imperiya (2008),2008.0
11,5.6,Ishchu tebya (2010) (TV),2010.0
53,3.5,Iskateli priklyucheniy (2012),2012.0
7,7.6,Iskuplenie (2011) (TV),2011.0
82,5.7,Iskuplenie (2012),2012.0
8,7.5,Iskushenie (2007),2007.0
9,5.6,Iskusstvo umirat (1996),1996.0
84,5.9,Ispoved neznakomtsu (1995),1995.0
12,4.4,Ispoved soderzhanki (1992),1992.0
49,6.4,Ispoved zadrota (2014),2014.0
315,7.2,Ispytanie (2014),2014.0
14,7.1,Istinnye proishestviya (2002),2002.0
22,8.2,Istoriya 5-ti stalkerov (2010),2010.0
5,3.8,It (2015),2015.0
9,3.0,It's Hard to Be Brony (2016),2016.0
74,5.9,Italian Movies (2012),2012.0
2800,7.6,Italyanets (2005),2005.0
8,7.4,Itsihitanantsu (2012),2012.0
60,6.4,Iuda (2013),2013.0
625,6.3,Ivan Tsarevich i Seryy Volk (2011),2011.0
255,5.3,Ivan Tsarevich i Seryy Volk 2 (2013),2013.0
148,5.9,Ivan Tsarevich i Seryy Volk 3 (2016),2016.0
8,6.6,Ivan le terrible (2014) (TV),2014.0
86,7.9,Ivan syn Amira (2013),2013.0
29,4.9,Ivan-Durak (2002),2002.0
6,7.8,Ivanov (1981),1981.0
6,7.3,Ivanov (2010),2010.0
11,6.5,Iz Tokio (2011),2011.0
74,6.7,Iz ada v ad (1997),1997.0
5,7.0,Iz zhizni razboynikov (2002) (TV),2002.0
5,6.6,Iz zhizni razboynikov 2 (2004) (TV),2004.0
5050,7.7,Izgnanie (2007),2007.0
8,9.0,Izgoy Odin. Mezhzvyozdnyie voyny. Istorii (2016),2016.0
225,6.3,Izlaiduma gads (2014),2014.0
515,6.3,Izmena (2012),2012.0
1289,7.3,Izobrazhaya zhertvu (2006),2006.0
140,7.6,JFK: A President Betrayed (2013),2013.0
101969,6.2,Jack Ryan: Shadow Recruit (2014),2014.0
41,7.8,Jag stannar tiden (2014),2014.0
496,6.5,Jardins en automne (2006),2006.0
86,5.7,Jaws 19 (2015),2015.0
2274,6.3,Jayne Mansfield's Car (2012),2012.0
83,8.2,Jean Michel Jarre: Oxygene in Moscow (1997) (V),1997.0
5,6.6,Jesus Project (2015),2015.0
225,6.5,Jonathan degli orsi (1994),1994.0
8,2.1,KHL. Donbass-Avtomobilist (2012) (TV),2012.0
8,2.6,KHL. Donbass-CSKA (2013) (TV),2013.0
41,8.5,Kaal (1996),1996.0
291,6.9,Kacheli (2008),2008.0
17,6.8,Kadril (1999),1999.0
17,5.4,Kak by ne tak (2003) (TV),2003.0
305,6.3,Kak menya zovut (2014),2014.0
63,5.0,Kak poymat pero Zhar-Ptitsy (2013),2013.0
24,4.8,Kak snimalsya 'Nochnoy dozor' (2004) (TV),2004.0
27,5.4,Kak stat stervoy (2009),2009.0
5415,7.0,Kak ya provel etim letom (2010),2010.0
9,5.3,Kak ya provela leto (1999),1999.0
190,8.7,Kak ya sel sobaku (2003) (V),2003.0
13,6.4,"Kak zhivyote, karasi? (1992)",1992.0
76,7.5,Kakaya chudnaya igra (1995),1995.0
148,6.6,Kakraki (2009),2009.0
181,7.0,Kamen (1992),1992.0
532,5.8,Kamen (2012),2012.0
225,6.0,Kamennaya bashka (2008),2008.0
39,5.9,Kamenskaya: Chuzhaya maska (2000) (TV),2000.0
45,6.2,Kamenskaya: Igra na chuzhom pole (2000) (TV),2000.0
17,5.5,Kamenskaya: Imya poterpevshego - nikto (2009) (TV),2009.0
32,6.0,Kamenskaya: Kogda bogi smeyutsya (2003) (TV),2003.0
24,5.8,Kamenskaya: Muzhskie igry (2002) (TV),2002.0
34,6.0,Kamenskaya: Ne meshayte palachu (2000) (TV),2000.0
16,5.5,Kamenskaya: Posmertniy obraz (2009) (TV),2009.0
19,5.4,Kamenskaya: Rekviem (2009) (TV),2009.0
33,5.8,Kamenskaya: Sedmaya zhertva (2003) (TV),2003.0
41,6.0,Kamenskaya: Shestyorki umirayut pervymi (2000) (TV),2000.0
47,5.7,Kamenskaya: Smert i nemnogo lyubvi (2000) (TV),2000.0
43,6.3,Kamenskaya: Smert radi smerti (2000) (TV),2000.0
20,6.0,Kamenskaya: Soavtory (2009) (TV),2009.0
37,5.7,Kamenskaya: Stilist (2003) (TV),2003.0
55,6.5,Kamenskaya: Ubiytsa ponevole (2000) (TV),2000.0
15,5.5,Kamenskaya: Voyushie psy odinochestva (2009) (TV),2009.0
37,5.4,Kamenskaya: Ya umer vchera (2002) (TV),2002.0
23,5.0,Kamenskaya: Za vse nado platit (2002),2002.0
19,5.3,Kamenskaya: Zakon treh otritsaniy (2009) (TV),2009.0
7,4.9,Kammi (1992),1992.0
1353,6.9,Kandagar (2010),2010.0
2031,6.5,Kanikuly strogogo rezhima (2009),2009.0
7,5.0,Kapkan dlya killera (2009),2009.0
14,7.8,Karaganda (2013),2013.0
6,6.7,Karera Arturo Ui (1996),1996.0
433,6.7,Karlik Nos (2003),2003.0
122,6.4,Karmen (2003),2003.0
75,2.8,"Karnavalnaya noch 2, ili 50 let spystya (2007)",2007.0
18,7.6,Karski i wladcy ludzkosci (2015),2015.0
247,6.2,Karu sda (2001),2001.0
14,5.6,Kasachstan Lady (2000),2000.0
14,5.0,Katka i Shiz (1992),1992.0
17,5.8,Kaunasskiy blyuz (2004),2004.0
28,7.2,Kavkaz (2007),2007.0
173,1.1,Kavkazskaya plennitsa! (2014),2014.0
39,5.7,Kavkazskaya ruletka (2002),2002.0
3512,7.7,Kavkazskiy plennik (1996),1996.0
6,5.3,Kazachya byl (1999),1999.0
15,5.8,Kazino (1992),1992.0
26,4.9,Ke-dy (2016),2016.0
29,6.1,Kele (1988),1988.0
7,5.9,Kelton's Dark Corner 4: The Kelton Marathon (2015) (V),2015.0
31,5.9,Khagi-tragger (1994),1994.0
108,7.7,Khlebnyy den (1998),1998.0
248,6.4,Khochu v tyurmu (1999),1999.0
5,9.0,Kholodniy sumrak tserkvey (2016) (V),2016.0
20,4.7,Kholodnoe solntse (2008),2008.0
207,5.5,Kholodnyy front (2016),2016.0
19,5.1,Khoroshie i plokhie (2000),2000.0
264,6.6,Khoroshiy malchik (2016),2016.0
6,4.2,Khorovod (1994),1994.0
1143,6.3,Khottabych (2006),2006.0
5,7.4,"Khrani menya, dozhd (2009) (TV)",2009.0
13,7.4,Khranit vechno (2008),2008.0
32,4.6,Khraniteli seti (2010) (TV),2010.0
5,8.0,Khrebet Rossii (2009) (TV),2009.0
6,4.5,Khronika Ada (2006),2006.0
5,6.0,Khroniki izmeny (2010),2010.0
958,7.6,"Khrustalyov, mashinu! (1998)",1998.0
6,3.8,Kifuckriki with District (2016),2016.0
8,3.9,Kifuckriki with District 2: The Return on the District (2016),2016.0
6,7.5,Killing Girls (2009),2009.0
5,8.8,King of Birds (2016),2016.0
316,6.7,Kino pro Alekseeva (2014),2014.0
15,6.6,Kino pro kino (2002),2002.0
28,6.1,Kino-nedelya (1918),1918.0
6,4.8,"Kinofestival, ili Portveyn Eyzenshteyna (2006)",2006.0
564,6.7,Kislorod (2009),2009.0
27,6.4,Kitayskaya babushka (2010),2010.0
175,6.3,Kitayskiy serviz (1999),1999.0
18,7.8,Kladbishche zabytykh mertvetsov (2013),2013.0
592,7.1,Klass korrektsii (2014),2014.0
216,6.9,Klassik (1998),1998.0
18,6.8,Kletka (2009),2009.0
19,5.2,Kletka (2015),2015.0
70,5.6,Klinch (2015),2015.0
75,4.5,Klub schastya (2010),2010.0
122,5.2,Klyuch ot spalni (2003),2003.0
267,4.8,Klyuch salamandry (2011),2011.0
9,7.2,Knifes (2008) (V),2008.0
16,7.0,Kniga Tundry. Povest' o Vukvukaye - malen'kom kamne (2011),2011.0
669,4.4,Kniga masterov (2009),2009.0
393,7.0,Knyaz Vladimir. Film pervyy (2006),2006.0
6,3.8,Knyaz Yuri Dolgorukiy (1998),1998.0
49,6.0,Knyazhna Tarakanova (1910),1910.0
5,4.2,Knyazhna iz khrushchyovki (2013) (TV),2013.0
1123,6.6,Kochegar (2010),2010.0
1050,4.7,Kod apokalipsisa (2007),2007.0
25,6.4,Kodeks beshchestiya (1993),1993.0
8,5.2,Kodeks molchaniya-2 (1992),1992.0
13,6.0,Kogda my byli schastlivy... (2009),2009.0
37,6.2,Kokki - begushchiy doktor (1998),1998.0
564,6.8,Kokoko (2012),2012.0
1454,7.0,Koktebel (2003),2003.0
29,4.1,Koleso lyubvi (1994),1994.0
59,5.7,Kolkhoz interteynment (2003),2003.0
923,6.9,Kollektor (2016),2016.0
77,6.5,Kollektsioner (2001),2001.0
7,6.6,Kolobakha (2008),2008.0
7,7.4,Kolobok (2013),2013.0
20,6.5,Kolodets (2009),2009.0
6,4.7,Koly (1999),1999.0
106,6.8,Kolya - perekati pole (2005),2005.0
168,6.6,Kombinat 'Nadezhda' (2014),2014.0
173,7.2,Komediya strogogo rezhima (1992),1992.0
5,3.4,Komnata s vidom na ogni (2007) (TV),2007.0
68,6.1,Kompensatsiya (2010),2010.0
8,7.5,Kompleks nevmenyaemosti (1992),1992.0
34,7.6,Komrades (2003),2003.0
222,6.7,Konets prekrasnoy epokhi (2015),2015.0
30,6.9,Konets veka (2001),2001.0
176,3.9,Konservy (2007),2007.0
78,7.0,Konstruktor krasnogo tsveta (1993),1993.0
14,6.2,Kontakt (2005/II),2005.0
11,5.4,Kontrakt na lyubov (2008),2008.0
56,6.3,Kontrakt so smertyu (1998),1998.0
108,7.0,Kontributsiya (2016),2016.0
21,6.0,Kontsert dlya krysy (1995),1995.0
138,6.3,Konvoy (2012),2012.0
298,7.0,Kopeyka (2002),2002.0
33,2.6,Korabl dvoynikov (1997),1997.0
72,6.2,Korobka (2016),2016.0
27,6.3,Korol Parizha (1917),1917.0
5,3.8,Korolevstvo krivykh zerkal (2007) (TV),2007.0
14,4.4,Koroli i kapusta (1996),1996.0
12,3.6,Koroli rossiykogo syska: Ubiystvo Buturlina (1994),1994.0
59,5.2,Korolyov (2007),2007.0
7,5.3,Korotkoe dykhanie lyubvi (1992),1992.0
318,6.7,Korotkoe zamykanie (2009),2009.0
225,2.8,Korporativ (2014),2014.0
5,6.6,Korzina (2012),2012.0
8,3.1,Kosa (2014),2014.0
88,7.1,Kosh ba kosh (1993),1993.0
148,6.9,Koshechka (2009),2009.0
16,8.4,Koshmar na Olimpiade. Gibel Sochi (2014),2014.0
11,8.1,Koshmar na Volge (2014),2014.0
7,1.0,Koshmar vo dvore (2016) (V),2016.0
7,1.0,Koshmar vo dvore 2: Nakazanie (2016) (V),2016.0
11,2.6,Koshmarnye sny (2013),2013.0
7,7.1,Kosmonavtika (2012),2012.0
539,6.8,Kosmos kak predchuvstvie (2005),2005.0
11,4.7,Kostroma (2002),2002.0
9,9.4,Kostya and Mouse (2006),2006.0
43,7.0,KostyaNika. Vremya leta (2006),2006.0
148,7.8,Kot v sapogakh (1996),1996.0
5,6.4,Kotorogo ne bylo (2010),2010.0
94,7.7,Kotyonok (1997),1997.0
13,3.9,Kovcheg (2002),2002.0
7,7.3,Kozha salamandry (2004),2004.0
7,1.0,Krabogeddon (2011),2011.0
20,8.8,Krapiva (2016),2016.0
16,7.6,Krasnye vorota Rasemon (2003),2003.0
5,3.6,Krasnyy streptotsid (2002),2002.0
70,5.7,Krasnyy zhemchug lyubvi (2008),2008.0
2429,6.5,Kray (2010),2010.0
449,6.5,Kremen (2007),2007.0
131,6.4,Krepost (2015),2015.0
92,5.0,Krestonosets (1995),1995.0
22,4.1,Krestonosets-2 (1997),1997.0
6,1.3,Kreyk (2007),2007.0
5,6.2,Kreytserova sonata (1911),1911.0
21,6.0,Kreytserova sonata (1914),1914.0
21,6.7,Krizantemy (1914),1914.0
71,6.4,Krizis srednego vozrasta (1997),1997.0
7,1.1,Krolik Black (2016),2016.0
12,5.2,Kromov (2009),2009.0
10,7.6,Kronoshpan Horror: Clash of the Titans (2015),2015.0
7,7.0,Krot na more (2012),2012.0
19,7.7,Krov (2013),2013.0
5,6.2,Krov ne voda (2009) (TV),2009.0
5,1.8,Krovavaya ved'ma. Proklyatiy les (2015),2015.0
8,6.8,Krug obrechyonnykh (1991),1991.0
102,5.4,Krym. Put na Rodinu (2015) (TV),2015.0
21,5.7,Krysha (2009),2009.0
16,5.4,Krysinyy ugol (1992),1992.0
9,6.3,Kto prikhodit v zimniy vecher... (2007),2007.0
107,6.5,Kto ya? (2010),2010.0
101,6.8,"Kto, esli ne my (1999)",1999.0
601,6.1,Ku! Kin-dza-dza (2013),2013.0
25,6.5,Kuda techet more? (2011),2011.0
198,7.2,Kuka (2007),2007.0
94,3.3,Kukaracha 3D (2011),2011.0
1145,7.0,Kukhnya v Parizhe (2014),2014.0
9,6.4,Kuktau (2006),2006.0
6326,7.9,Kukushka (2002),2002.0
13,7.4,Kukushkino gnezdo (2003) (TV),2003.0
11,6.4,Kulisy ekrana (1917),1917.0
7,6.7,Kumparsita (1993),1993.0
223,5.6,Kurer iz 'Raya' (2013),2013.0
290,6.7,Kurochka Ryaba (1994),1994.0
8,5.9,Kurortnyy roman (2007) (TV),2007.0
7,6.9,Kuryer na Vostok (1991),1991.0
77,8.8,Kvadrat (2013),2013.0
5,2.8,Kvartira ugneteniya (2016) (V),2016.0
22,5.3,L'khaim (1911),1911.0
2539,6.0,LOpuKHI (2009),2009.0
10,6.7,La clef (1996) (TV),1996.0
60,7.2,La delegazione (1993),1993.0
13,9.3,La muse dans le tram (2011),2011.0
48,7.5,La mre (2007),2007.0
19,6.6,La prima notte della luna (2010),2010.0
76,6.3,La traductrice (2006),2006.0
13,9.1,Ladder in the Lions' Den (2012),2012.0
191,8.3,Ladoni (1994),1994.0
7,7.1,Lakomyy kusochek (2003),2003.0
229,6.5,Landysh serebristyy (2000),2000.0
172,6.3,Laskovyy may (2009),2009.0
5,8.0,Last Report (2007),2007.0
5,8.2,Last Report 2 (2007),2007.0
10,2.4,Last Session (2014),2014.0
8,9.0,Last Summer 2. Ural Psycho (2009),2009.0
9,8.3,Last Summer 3. Violent Video (2012),2012.0
11,8.3,Last Summer. Zombie Town (2008),2008.0
72,7.3,Lastochki prileteli (2007),2007.0
9,5.8,Lavash: If Internet and TV Were Peoples (2015) (V),2015.0
22,5.6,Lavina (2001),2001.0
8,5.8,Law of Sandwich: Cleaning (2015) (V),2015.0
7,6.4,Law of Sandwich: Day of Knowledge (2015) (V),2015.0
11,8.4,Law of Sandwich: Job Interview (2015) (V),2015.0
9,6.9,Law of Sandwich: Lecture (2015) (V),2015.0
10,6.6,Law of Sandwich: Morning (2015) (V),2015.0
19,8.3,Le Vaudeville du diable (1994),1994.0
42,5.6,Le divan de Staline (2016),2016.0
20,7.6,Le sicle des lumires (1993) (TV),1993.0
622,6.4,Ledokol (2016),2016.0
17,6.8,Left Behind (2012/I),2012.0
3309,7.7,Legenda No. 17 (2013),2013.0
41,4.6,Legenda ostrova Dvid (2010),2010.0
5,7.2,Legko li by molodym? (2011),2011.0
3859,6.1,Leningrad (2009),2009.0
16,5.4,Leninlend (2013),2013.0
94,6.1,Les interdits (2013),2013.0
15,5.5,Les pcheries  Astrakhan (1908),1908.0
17,6.6,Lesnaya tsarevna (2005),2005.0
13,6.5,Lesopolosa (2005) (V),2005.0
11,7.6,Lestnitsa (2014),2014.0
15,9.0,Let's Learn Judo with Vladimir Putin (2008) (V),2008.0
9,6.2,Lethal Selfie (2016),2016.0
27,6.0,Letnie lyudi (1995),1995.0
19,5.9,Letniy dozhd (2002),2002.0
5,6.2,Lev Trotskiy. Tayna mirovoy revolyutsii (2007) (TV),2007.0
9,7.1,Lev s sedoy borodoy (1995),1995.0
33695,7.6,Leviafan (2014),2014.0
17,6.7,Libido Bendzhamina (1994),1994.0
19,3.7,Lichnaya zhizn korolevy (1993),1993.0
536,5.4,Lichnyy nomer (2004),2004.0
18,6.1,Life of the Jews of Palestine (1913),1913.0
191,3.9,Lift (2006/II),2006.0
21,1.9,Lift ukhodit po raspisaniyu (1999),1999.0
88,6.4,Ligne de vie (1996),1996.0
109,6.9,Liliya Belgii (1915),1915.0
104,6.0,Limita (1995),1995.0
6,8.5,Limp Bizkit Money Sucks Tour Diary (2015),2015.0
12,7.9,Linar (2013),2013.0
20,4.5,Lisa Alisa (2003) (V),2003.0
5,7.4,Literaturno-instruktorskiy agitparokhod vtsik 'Krasnaia Zvezda' (1919),1919.0
6,2.8,Litso frantsuzskoy natsionalnosti (2000),2000.0
6,9.2,Lobanovskiy Forever (2016),2016.0
48,7.5,Lobotomiya (2010),2010.0
5,6.6,Lofty Senses (2008),2008.0
9,7.1,Lollipop (2010),2010.0
12,6.7,Lonely Planet (2011),2011.0
33,7.8,Long Bridge of Desired Direction (2013),2013.0
8,6.8,Long Loaf Killer (2014),2014.0
