n_rates,rating,name,year
6,2.5,Lopukhi (2005),2005.0
9,7.4,Lost Boys (2012),2012.0
5,8.8,Lost Temple (2010) (V),2010.0
8,7.8,Lost in the Woods (2014) (V),2014.0
13,3.1,Lov-servis (1995),1995.0
6,2.7,Love Triangle (2011) (V),2011.0
19,7.4,Love. Love. Love. (2013),2013.0
837,2.7,Lovemakers (2011),2011.0
16,7.1,Lovitor (2005),2005.0
12,6.8,Lucanus Cervus (1910),1910.0
51,5.5,Luchshee vremya goda (2007),2007.0
2814,7.3,Luna Papa (1999),1999.0
358,6.5,Luna Park (1992),1992.0
10,6.2,Lunnye polyany (2002),2002.0
59,7.5,Lunoy byl polon sad (2000),2000.0
55,6.7,Lvinaya dolya (2001),2001.0
9,2.6,Lyogkiy potseluy (2003),2003.0
240,4.9,Lyogok na pomine (2014),2014.0
26,5.7,Lyubi menya (2005) (TV),2005.0
158,5.9,Lyubit ne lyubit (2014),2014.0
73,5.0,Lyubit po-russki 2 (1996),1996.0
54,4.4,Lyubit po-russki 3: Gubernator (1999),1999.0
34,7.3,Lyubka (2009) (TV),2009.0
400,5.0,Lyubov 2 Morkov (2008),2008.0
22,6.4,Lyubov i drugie koshmary (2001),2001.0
7,3.4,Lyubov na sene (2009),2009.0
8,5.2,Lyubov po zakazu (1993),1993.0
30,6.7,Lyubov pod prikrytiem (2010),2010.0
274,5.6,Lyubov s aktsentom (2012),2012.0
42,6.1,Lyubov v SSSR (2013),2013.0
1154,6.0,Lyubov v bolshom gorode (2009),2009.0
762,6.0,Lyubov v bolshom gorode 2 (2010),2010.0
439,5.2,Lyubov v bolshom gorode 3 (2014),2014.0
49,5.3,Lyubov zla (1999),1999.0
11,7.3,"Lyubov, predvestie pechali (1994)",1994.0
829,5.2,Lyubov-Morkov (2007),2007.0
291,4.0,Lyubov-Morkov 3 (2011),2011.0
28,5.4,Lyubov.ru (2008),2008.0
413,7.2,Lyubovnik (2002),2002.0
10,7.8,Lyudi 1941 goda (2001),2001.0
13,6.5,Lyudi dobrye (2009),2009.0
5,6.0,Lyudi gibnut za metall (1919),1919.0
6,5.8,Lyudi iz kamnya (2007),2007.0
45,5.3,Lza ksiecia ciemnosci (1993),1993.0
107,5.9,M+Zh (2009),2009.0
17,6.2,MTV Russia Music Awards 2007 (2007) (TV),2007.0
11,3.7,MTV Russia Music Awards 2008 (2008) (TV),2008.0
61433,5.6,Machete Kills (2013),2013.0
9,7.3,Made in BY (2015),2015.0
22,4.9,Mafiya bessmertna (1993),1993.0
2105,4.9,Mafiya: Igra na vyzhivanie (2016),2016.0
34,8.2,Magia Russica (2004),2004.0
64,5.5,Magnitnye buri (2003),2003.0
122,6.9,Makarov (1994),1994.0
5,7.2,Making of 'Visions of Suffering' (2006) (V),2006.0
7,1.3,Maks doma (2015) (V),2015.0
14,5.7,Maksimilian (1999),1999.0
19,6.7,Mal'chik kak Mal'chik (1986),1986.0
7,4.0,Malakholnaya (2009) (TV),2009.0
5,4.2,Malchik i devochka (2010) (TV),2010.0
5,5.8,Malenkaya nochnaya simfoniya (2003),2003.0
63,7.1,Malenkaya printsessa (1997),1997.0
10,5.2,"Malenkie chelovechki Bolshevistskogo pereulka, ili Khochu piva (1993)",1993.0
103,5.3,Malenkiy gigant bolshogo seksa (1993),1993.0
19,5.4,Maltiyskiy krest (2008),2008.0
334,6.6,Mama (1999),1999.0
23,6.9,Mama (2010/II),2010.0
14,4.5,Mama daragaya! (2014),2014.0
406,6.9,Mama ne goryuy (1998),1998.0
269,5.6,Mama ne goryuy 2 (2005),2005.0
30,8.1,"Mama, I'm Gonna Kill You (2013)",2013.0
2344,7.1,Mamy (2012),2012.0
31,4.8,Mamy 3 (2014),2014.0
10,4.9,Manezhnoye loshadinoye chteniye (2010) (TV),2010.0
56,6.4,Manga (2005),2005.0
75,6.4,Maniya Zhizeli (1995),1995.0
342,2.7,Mantera (2012),2012.0
104,1.3,Mantikora (2011),2011.0
10,3.4,Manyachilo (2012),2012.0
117,5.8,Marafon (2013),2013.0
5,6.6,Margarita (1997) (TV),1997.0
8,7.8,Mark Twain's Tom Sawyer (2001) (V),2001.0
466,3.4,Marquis de Sade (1996),1996.0
234,6.4,Mars (2004),2004.0
17,5.5,Marsh Turetskogo: Opasno dlya zhizni (2000) (TV),2000.0
7,3.0,Marsh Turetskogo: Poslednyy marshal (2001) (TV),2001.0
9,4.1,Marsh Turetskogo: Ubiystvo na Neglinnoy (2000) (TV),2000.0
5,4.4,Marsh slavyanki (2003),2003.0
135,6.1,Marsh-brosok (2003),2003.0
250,4.2,Marshrut postroen (2016),2016.0
66,7.2,Marussia (2013),2013.0
42,7.4,Masha (2004),2004.0
7,1.0,Mashina na nomer 666 (2015) (V),2015.0
6,7.8,Mashka (2014),2014.0
9,2.4,Mask of Death (2012),2012.0
411,6.8,Master i Margarita (1994),1994.0
5,1.8,Mastera poroka (2010),2010.0
2954,7.6,Mat i syn (1997),1997.0
581,5.5,Match (2012),2012.0
172328,7.7,Match Point (2005),2005.0
7,5.6,Materinskiy instinkt (2009) (TV),2009.0
5,8.2,Matskhovris Saplavze Antebuli Santeli (2008),2008.0
65,7.3,May (2007),2007.0
149,6.2,Mayak (2006),2006.0
1636,7.2,Mayor (2013/I),2013.0
7,7.0,Mayskiy dozhd (2012),2012.0
42,5.5,Mazepa (1909),1909.0
712,5.0,Mechenosets (2006),2006.0
5,5.4,Mechta (2007),2007.0
85,5.7,Mechtat ne vredno (2005),2005.0
28,3.8,Mechty idiota (1993),1993.0
21,6.6,Medlennoe Bistro (2002),2002.0
9,5.9,Medvezhya okhota (2007),2007.0
8,4.9,Meeting (2015/I),2015.0
140,7.1,Mekhanicheskaya syuita (2001),2001.0
51,7.2,Melkiy bes (1995),1995.0
5,6.2,Melyuzga (2005),2005.0
7,9.3,Memoire (2013),2013.0
5,7.4,Men's choice (2016),2016.0
14,6.4,Menschenlabor Sowjetunion (2009) (TV),2009.0
105,7.2,Menyaly (1992),1992.0
5,1.0,Mertvets iz pod snega (2016),2016.0
8,5.2,Meshcherskie (1995),1995.0
9,5.9,Mest (2008) (TV),2008.0
1860,7.8,Mest kinematograficheskogo operatora (1912),1912.0
11,5.5,Mest transformerov (2012),2012.0
11,8.4,Mesto deystviya. Fuckin City (2007),2007.0
222,7.2,Mesto na zemle (2001),2001.0
135,6.6,Mesyats v derevne (2014),2014.0
26,6.1,Metamorfozis (2015),2015.0
5137,6.6,Metro (2013/I),2013.0
6,1.5,Metro. Samaya opasnaya sdelka (2014) (V),2014.0
17,7.1,Mezhzvyozdnyie voyny. Sila probuzhdayetsya (2015),2015.0
1337,7.7,Mi ne mozhem zhit bez kosmosa (2014),2014.0
6,2.7,Michael vs. Novikov 3: Underworld (2011),2011.0
15,7.9,Midjachvuli raindebi (2000),2000.0
850,5.0,Midnight in Saint Petersburg (1996) (TV),1996.0
427,6.3,Midsummer Madness (2007),2007.0
26,7.5,Mify moego detstva (2005),2005.0
103,6.6,"Milyy Khans, dorogoy Pyotr (2015)",2015.0
11,6.3,Milyy drug davno zabytykh let... (1996),1996.0
5,8.0,Mind Your Head (2010),2010.0
28,6.2,Mind the Gap (2016/II),2016.0
11,3.8,Minecraft. Paranormal Activity (2013),2013.0
67,6.4,Minnesota (2009),2009.0
169,6.7,Minu Leninid (1997),1997.0
30,7.8,Mir krepezha (2011),2011.0
99,4.5,Mirazh (2008),2008.0
48,6.5,Mirazhi (1916),1916.0
15,6.7,Mirnaya zhizn (2004),2004.0
495,5.9,Mishen (2011),2011.0
36,4.2,Miss Universe 2013 (2013) (TV),2013.0
8,6.4,Misterii (2000),2000.0
20,6.5,Misticheskaya komediya (2016),2016.0
6,8.0,Mkholod sikvdili modis autsileblad (1992),1992.0
7,6.7,Mlada (1992) (V),1992.0
17,5.1,Mlechnyy put (2016),2016.0
1037,6.8,Mne ne bolno (2006),2006.0
11,5.5,"Mne skuchno, bes (1993) (TV)",1993.0
54,6.8,Mnogotochie (2006),2006.0
5,7.8,Mog li Stalin ostanovit Gitlera? (2009),2009.0
49,7.4,Moia mama - samolet (2013),2013.0
5,8.0,Moja schastlivaya semja (2007),2007.0
62,6.4,"Molchi, grust... molchi (1918)",1918.0
8,7.2,Molodoe zlo (2008),2008.0
8,5.8,Molodozhony (2012) (TV),2012.0
1813,6.8,Molokh (1999),1999.0
57,5.3,Molot (2016),2016.0
674,7.9,Moms Are Simply Waiting for Us (2012) (V),2012.0
25,6.1,Mon Paradis - Der Winterpalast (2001),2001.0
338,7.0,Monakh i bes (2016),2016.0
38457,7.3,Mongol (2007),2007.0
7,6.1,Monster 353 (2016),2016.0
83,4.0,Monstry (1993),1993.0
165,5.5,Montana (2008),2008.0
16,5.9,More (2013/III),2013.0
1836,7.2,Morfiy (2008),2008.0
7,6.9,Moroshka (2016),2016.0
575,5.3,Moroz po kozhe (2007),2007.0
8,2.1,Mortal Kombat X: Rezhim istorii #2 (2015) (TV),2015.0
13,9.2,Mortem (2016/III),2016.0
2002,4.5,Moscow Heat (2004),2004.0
165,5.7,Moscow Never Sleeps (2015),2015.0
112,6.4,Moskovskiy zhigolo (2008),2008.0
173,6.0,Moskovskiye kanikuly (1995),1995.0
259,6.5,Moskva (2000),2000.0
12,4.0,Moskva - Lopushki (2013) (TV),2013.0
280,4.0,"Moskva, ya lyublyu tebya! (2010)",2010.0
14,6.1,"Moskva, ya terplyu tebya (2016)",2016.0
8,8.9,Moskva. Pride '06 (2006),2006.0
12,6.9,"Moskvich, im ser (2015)",2015.0
26,9.0,Mother's War (2008),2008.0
11,4.4,Motsart (2006),2006.0
22,6.8,Moy lichniy los' (2014),2014.0
17,5.2,Moy lichnyy vrag (2005) (TV),2005.0
208,6.9,Moy papa Baryshnikov (2011),2011.0
376,6.6,Moy paren - angel (2012),2012.0
246,7.1,Moy svodnyy brat Frankenshteyn (2004),2004.0
220,5.0,Moya bezumnaya semya (2012),2012.0
5,7.6,Moya familiya Shilov (2013) (TV),2013.0
1068,8.1,Moya lyubov (2006),2006.0
16,6.4,Moya mama - Snegurochka (2007),2007.0
15,5.7,Moya mama - nevesta (2004),2004.0
61,7.2,Moya zhizn (2000),2000.0
9,6.3,Mozg Sovietskoi Rossii (1919),1919.0
30,7.4,Mr. Bliss (2004),2004.0
7,1.0,Mr. Lololoshka vs. EeOneGuy (2014) (V),2014.0
5,1.0,Mstitel chelovechestva (2016),2016.0
93,5.4,Mu-Mu (1998),1998.0
93,6.8,Mukha (2008),2008.0
9,6.3,Mukhamory (2016),2016.0
14426,5.7,Mulan II (2004) (V),2004.0
6,4.7,Muravinyy yozhik (1993),1993.0
9,5.0,Murder (2005) (V),2005.0
9,2.7,Murder on Elm Street (2012),2012.0
315,6.2,Mushketyory 20 let spustya (1992),1992.0
11,7.5,Mushrooms (2014),2014.0
293,6.0,Musorshchik (2001),2001.0
362,7.2,Musulmanin (1995),1995.0
4491,6.8,Mute Witness (1995),1995.0
10,8.5,Mutilator from the Grave (2015),2015.0
32,5.1,Muzh moey vdovy (2010),2010.0
9,6.9,Muzhchina dlya molodoy zhenshchiny (1996),1996.0
481,4.3,Muzhchina s garantiey (2012),2012.0
20,5.7,Muzhchina v moey golove (2009) (TV),2009.0
7,7.3,Muzhskaya kompaniya (1992),1992.0
8,4.2,Muzhskaya zhenskaya igra (2011),2011.0
5,4.6,Muzhskiye otkroveniya (1995),1995.0
391,3.5,Muzhskoy sezon. Barkhatnaya revolyutsiya (2005),2005.0
6,2.5,Muzhskoy talisman (1995),1995.0
7,6.6,Muzhskoy zigzag (1992),1992.0
17,7.1,Muzyka dlya dekabrya (1995),1995.0
41,5.8,My Family Treasure (1993),1993.0
12,7.7,My Friend Boris Nemtsov (2016),2016.0
6,8.7,My Grandfather Was a Cherry Tree (2015),2015.0
7,7.4,My Little Hitler (2015),2015.0
5,7.2,My Murderer (2016),2016.0
8,9.1,My Neighbors Were Eaten by Toilets (2017),2017.0
526,7.3,My Perestroika (2010),2010.0
193,6.3,My Reincarnation (2011),2011.0
18,7.4,My Strange Grandfather (2011),2011.0
2513,7.0,My iz budushchego (2008),2008.0
864,5.2,My iz budushchego 2 (2010),2010.0
5,7.2,My ne raby (2012),2012.0
7,2.0,My sdelali eto! (2001),2001.0
13,5.8,My umryom vmeste (2005),2005.0
10,5.9,My yedem v Ameriku (1992),1992.0
25,6.1,Myaso (2002),2002.0
7,6.6,Mymra (2008) (TV),2008.0
660,4.3,Myortvye docheri (2007),2007.0
9,6.8,Mysterious Woods (2012) (V),2012.0
6,5.7,Mystery Forest (2017),2017.0
8,1.0,Mystery of Faceless Man: History of Monster (2016),2016.0
6,5.8,Mystery of Sleeping Forest (2010),2010.0
34,7.1,Mytar (1997),1997.0
35,6.1,Mdchen im Eis (2015),2015.0
32,5.2,Na Baykal (2012),2012.0
1201,6.1,"Na Deribasovskoy khoroshaya pogoda, ili Na Brayton-Bich opyat idut dozhdi (1993)",1993.0
9,6.1,Na Muromskoy dorozhke (1993),1993.0
95,7.4,Na Verkhney Maslovke (2005),2005.0
127,6.7,Na bezymyannoy vysote (2004),2004.0
6,4.8,Na boykom meste (1911),1911.0
17,6.2,Na boykom meste (1998),1998.0
12,4.8,Na dne (2014),2014.0
1190,5.8,Na igre (2009),2009.0
632,5.3,Na igre 2. Novyy uroven (2010),2010.0
85,4.4,Na izmene (2010),2010.0
28,5.3,Na kogo Bog poschlet (1994),1994.0
38,7.1,Na krayu stoyu (2008),2008.0
5,8.4,Na kruchke (2012),2012.0
7,1.4,Na kryshe mira (2008),2008.0
199,5.2,Na kryuchke! (2011),2011.0
330,6.5,Na more! (2009),2009.0
73,5.3,Na oshchup (2010),2010.0
37,5.2,Na svete zhivut dobrye i khoroshie lyudi (2010),2010.0
27,7.1,Na tebya upovayu (1992),1992.0
5,6.0,Na zare tumannoy yunosti (1997),1997.0
9,7.0,Naakhara (2007),2007.0
12,1.3,Naakhara 2: Sacred Ground (2011),2011.0
10,7.0,Nachalnik (2009),2009.0
6,5.7,Nachalo puti (2004),2004.0
6,4.3,Nad gorodom (2010),2010.0
57,6.6,Nad temnoy vodoy (1993),1993.0
5,4.0,Nadezhda (2002),2002.0
5,7.2,Nak Muay (2013),2013.0
116,5.9,Nakhodka (2015),2015.0
23,6.0,Nankinskiy peyzazh (2006),2006.0
9,6.7,Napisano Sergeyem Dovlatovym (2012),2012.0
57,5.5,Nas ne dogonish (2007),2007.0
177,2.0,Nasha Masha i Volshebnyy orekh (2007),2007.0
1437,4.9,Nasha Russia. Yaytsa sudby (2010),2010.0
7,7.7,Nasha rodina (2005),2005.0
12,4.4,Nasledniki (2008),2008.0
19,5.5,Nasledniki (2015),2015.0
5,5.8,Naslednitsy (2001),2001.0
9,6.0,Nastoyatel (2011) (TV),2011.0
719,7.8,Nastroyshchik (2004),2004.0
332,7.0,Nastya (1994),1994.0
9,7.9,Nastya (2015),2015.0
42,8.1,Natsionalnaya bomba (2004),2004.0
36,5.2,Naturshchitsa (2007),2007.0
78,7.1,Nauchnaya sektsiya pilotov (1996),1996.0
77,7.2,Navodneniye (1993),1993.0
5,3.2,"Nazad - k schastyu, ili Kto naydyot Sinyuyu ptitsu (2011) (TV)",2011.0
23,8.4,Ne delayte biskvity v plokhom nastroenii (2003),2003.0
100,6.7,Ne dumay pro belykh obezyan (2008),2008.0
96,6.5,Ne khlebom edinym (2005),2005.0
20,6.2,Ne khochu zhenitsya! (1994),1994.0
15,6.1,Ne nado pechalitsya (2010),2010.0
114,6.2,Ne poslat li nam... gontsa? (1998),1998.0
5,5.4,Ne povezlo (2013),2013.0
140,6.7,Ne skazhu (2010),2010.0
8,5.4,Ne strelyayte v passazhira (1993),1993.0
106,6.5,Ne valyay duraka (1997),1997.0
2570,7.6,Neadekvatnye lyudi (2010),2010.0
333,6.8,Nebesnye zheny lugovykh mari (2012),2012.0
353,7.2,Nebesnyy sud (2011),2011.0
96,8.9,Nebesnyy verblyud (2015),2015.0
6,1.0,Nebo (2014) (V),2014.0
15,8.8,Nebo pod serdtsem (2012),2012.0
77,5.7,Nebo v almazakh (1999),1999.0
437,6.8,Nebo. Samolyot. Devushka. (2002),2002.0
13,7.0,Neboskreby Moskvy (2003),2003.0
115,6.1,Nechayanno (2014),2014.0
83,7.1,Nedoverie (2004),2004.0
30,5.3,"Nefertiti, figlia del sole (1995)",1995.0
11,7.5,Neft (2003),2003.0
6,9.2,Neft va milyonlar saltanatinda (1916),1916.0
26,6.0,Neidealnaya zhenshchina (2008),2008.0
7,8.1,Neizvestnyy Putin (2000),2000.0
7,6.3,Nekama Yehudit (1999),1999.0
5,8.0,Nekhoroshiy malchik (2003) (TV),2003.0
32,5.8,Nelegal (2006),2006.0
8,6.5,Nelyubimyy (2011) (TV),2011.0
49,6.2,Nemye svideteli (1914),1914.0
7,4.1,Nenasytnye (2006),2006.0
64,6.3,Neostorozhnost (2007),2007.0
28,6.6,Nepal foreva (2013),2013.0
654,6.3,Nepobedimyy (2008),2008.0
64,6.1,Neproshchennye (2009),2009.0
14,4.4,Nerealniy kasting (2009),2009.0
79,6.4,Nesluzhebnoe zadanie (2004),2004.0
12,6.3,Nesluzhebnoe zadanie 2: Vzryv na rassvete (2005),2005.0
16,7.4,Nesut menya koni (1996),1996.0
35,7.2,Net smerti dlya menya (2002),2002.0
101,3.2,Neulovimye (2015),2015.0
33,4.6,Neupravlyaemyy zanos (2005),2005.0
269,5.9,Nevalyashka (2007),2007.0
6,9.5,Never Not Part 2 (2013),2013.0
26,6.5,Nevesta (2006),2006.0
34,5.7,Nevesta (2017),2017.0
18,5.3,Nevesta iz Parizha (1992),1992.0
267,5.0,Nevesta lyuboy tsenoy (2009),2009.0
36,5.2,Nevidimki (2015),2015.0
7,1.0,New Invasion (2016) (V),2016.0
9,7.0,Nezabudki (1994),1994.0
335,7.3,Nezhnyy vozrast (2000),2000.0
31,7.5,Neznachitelnye podrobnosti sluchaynogo epizoda (2011),2011.0
21,6.5,Neznaika i Barrabass (2004),2004.0
373,7.2,Neznaika na Lune (1997),1997.0
146,7.0,Neznaika na Lune 2 (1999),1999.0
6,5.8,Neznakomets (2016) (V),2016.0
7,1.0,Neznakomka (2016),2016.0
15,6.9,Nezrimyy puteshestvennik (1999),1999.0
62,6.9,Nichego lichnogo (2007),2007.0
29,6.5,Nichego strashnogo (2000),2000.0
6,9.8,Night Life is Sport Life (2014),2014.0
12,6.2,Night Visitor (2015),2015.0
13,7.0,Night in the School (2016),2016.0
10,7.7,Night of the Dead Man (2014),2014.0
11,6.8,Nightmare in Bratislava (2015),2015.0
8,7.6,Nightmare in Moscow (2015),2015.0
8,7.8,Nightmare in Wien (2015),2015.0
5,6.6,Nikogda ne razgovarivayte s neizvestnymi (2006),2006.0
247,3.7,Nikto ne znaet pro seks (2006),2006.0
86,2.5,Nikto ne znaet pro sex 2: No sex (2008),2008.0
29,6.0,"Nikto, krome nas... (2008)",2008.0
10,6.9,Nimfa Salmaka (1992),1992.0
28,5.5,"Niotkuda s lyubovyu, ili Vesyolye pokhorony (2006)",2006.0
316,6.0,Nirvana (2008/I),2008.0
12,6.7,Nishchaya (1916),1916.0
8,8.4,Nizhniaya Kaledonia (2008),2008.0
62,7.7,No Comment (2015),2015.0
52,3.2,Noch boytsa (2009),2009.0
148,6.7,Noch pered Rozhdestvom (1913),1913.0
21,6.8,Noch pered Rozhdestvom (1997),1997.0
8,4.4,Noch zakrytykh dverey (2008),2008.0
292,4.7,Nochnoy bazar (2005),2005.0
47864,6.5,Nochnoy dozor (2004),2004.0
503,6.7,Nochnoy prodavets (2005),2005.0
296,4.1,Nochnye strazhi (2016),2016.0
94,6.8,Nochnye syostry (2007),2007.0
13,4.8,Nochnye zimnie lyudi (2014),2014.0
137,6.9,Noga (1991),1991.0
23,7.4,Nogi - atavizm (2012),2012.0
8,6.9,Noise (2013/II),2013.0
8,5.0,Noktyurn dlya barabana i mototsikla (1994),1994.0
10,7.0,Norveg (2015),2015.0
68,4.3,Nosferatu. Uzhas nochi (2010),2010.0
6,6.3,Notti di paura (1997),1997.0
27,7.3,"Nous, les enfants du xxme sicle (1994)",1994.0
1364,6.8,Novaya Zemlya (2008),2008.0
10,4.3,Noveyshie priklyucheniya Buratino (1997) (TV),1997.0
7,6.7,Novogodnie priklyucheniya (2002),2002.0
6,4.5,Novogodnyaya SMSka (2011) (TV),2011.0
27,6.7,Novogodnyaya zhena (2012) (TV),2012.0
93,4.2,Novye Bremenskiye (2000),2000.0
60,3.9,Novye priklyucheniya Alenushki i Eremy (2009),2009.0
67,5.6,Novyy Odeon (1992),1992.0
24,4.9,Novyy god otmenyaetsya! (2004) (TV),2004.0
246,6.2,Nulevoy kilometr (2007),2007.0
6,7.7,Nuyrka (2011),2011.0
270,3.5,Nyanki (2012),2012.0
12,5.9,Nyurkina banya (1996),1996.0
1985,6.0,O Theos agapaei to haviari (2012),2012.0
1551,6.6,O chyom eshchyo govoryat muzhchiny (2011),2011.0
3603,7.7,O chyom govoryat muzhchiny (2010),2010.0
173,2.8,O chyom molchat devushki (2013),2013.0
59,5.4,O lyubvi (2004),2004.0
7,4.6,O lyubvi v lyubuyu pogodu (2004),2004.0
8,5.6,O nyom (2012),2012.0
11,4.0,O'key (2002),2002.0
125,4.8,"O, schastlivchik! (2009)",2009.0
197,4.7,Obce cialo (2014),2014.0
8,6.1,Obezyanki v opere (1995),1995.0
5,5.6,"Obezyanki, vpered (1993)",1993.0
36,7.3,Obida (2013),2013.0
4494,5.2,Obitaemyy ostrov (2009),2009.0
2101,5.1,Obitaemyy ostrov. Skhvatka (2009),2009.0
10,7.5,Obitel strakha (2014),2014.0
7,1.1,Object 500 (2016) (V),2016.0
5,7.0,Obnazhennaya natura (2002),2002.0
79,6.1,Oborona Sevastopolya (1911),1911.0
34,5.9,Obratnoe dvizhenie (2010),2010.0
242,5.9,Obratnyy otschet (2006),2006.0
11,6.2,Obrechyonnye na voynu (2009),2009.0
60,6.2,Obstoyatelstva (2009),2009.0
10,3.7,Obyknovennyy bolshevism (2000),2000.0
268,4.9,Ochen russkiy detektiv (2008),2008.0
8,6.0,Ochen vernaya zhena (1992),1992.0
5,5.6,Ochishcheniye (1990),1990.0
8,2.2,Oderzhimyi pepsi (2016) (V),2016.0
6,1.8,Odinochestvo (2016) (V),2016.0
86,4.9,Odinochestvo krovi (2002),2002.0
8,5.8,Odinochestvo lyubvi (2005) (TV),2005.0
82,7.5,Odinochka (2010) (TV),2010.0
15,6.1,Odinokiy igrok (1995),1995.0
42,7.3,Odisseya 1989 (2003),2003.0
110,6.0,Odna lyubov na million (2007),2007.0
11,6.6,Odna na million (1992),1992.0
117,6.3,Odna voyna (2009),2009.0
81,6.1,Odnazhdy (2015),2015.0
99,6.3,Odnazhdy v provintsii (2008),2008.0
9,4.8,Odno reshenie - soprotivlenie (2011),2011.0
99,4.9,Odnoklassniki (2010),2010.0
388,3.1,Odnoklassniki.ru: naCLICKay udachu (2013),2013.0
154,3.2,Odnoklassnitsy (2016),2016.0
154,8.0,OdnovrEmEnno (2004) (V),2004.0
284,4.3,Odnoy levoy (2015),2015.0
5,6.0,Offline (2011/III),2011.0
13,4.3,Ofitsiant s zolotym podnosom (1992),1992.0
224,6.1,Ogni pritona (2011),2011.0
21,6.6,Ohen' Odinokiy Petux (2015),2015.0
65,7.1,Okean (2008),2008.0
1317,6.1,Okhota na Piranyu (2006),2006.0
41,5.9,Okhota na Vervolfa (2009) (V),2009.0
7,5.1,Okhota na zaytsev (2003),2003.0
92,6.2,Okhotnik (2011),2011.0
14,7.6,Okhotniki za karavanami (2010) (TV),2010.0
6,7.7,Okno (2015),2015.0
1121,7.4,Okno v Parizh (1993),1993.0
1264,6.8,Okolofutbola (2013),2013.0
469,7.9,Okraina (1998),1998.0
33,6.9,Oktyabr (1993),1993.0
5,7.2,Old Peter (2007) (TV),2007.0
9,7.2,Olga (2013/I),2013.0
1619,6.8,Oligarkh (2002),2002.0
348,5.4,Olimpius Inferno (2009),2009.0
16,6.2,Olimpiyskaya derevnya (2011),2011.0
19,3.4,Olive shou 2011 (2010) (TV),2010.0
9,6.7,Olya's Love (2014),2014.0
9,8.1,Ombilic (1992),1992.0
1092,6.5,On - drakon (2015),2015.0
11,7.9,On byl ego drugom (2015),2015.0
7,6.1,On i ona (2008),2008.0
7,7.6,On the Edge (2007/II),2007.0
6,9.2,On the Way Home (2011) (V),2011.0
45,5.5,"On, ona i ya (2007)",2007.0
7,7.9,One Silent Man (2017),2017.0
17,6.8,One and a Half Head Teacher (2014),2014.0
49,7.3,Opashkata na dyavola (2001),2001.0
8,4.5,Opasnaya kombinatsiya (2008),2008.0
10,7.2,Opening Our Eyes (2011),2011.0
11,6.4,Operatsiya 'Pravednik' (2009) (TV),2009.0
361,5.7,Operatsiya 'S novym godom' (1996) (TV),1996.0
16,7.2,Opyt breda lyubovnogo ocharovaniya (1991),1991.0
698,6.3,Orda (2012),2012.0
10291,7.2,Orlando (1992),1992.0
516,6.1,Orlean (2015),2015.0
275,7.2,Oryol i reshka (1995),1995.0
6,5.7,Osenniye soblazny (1993),1993.0
48,2.8,"Osobennosti bannoy politiki, ili banya 2 (2000)",2000.0
2762,7.6,Osobennosti natsionalnoy okhoty (1995),1995.0
995,6.4,Osobennosti natsionalnoy okhoty v zimniy period (2001),2001.0
327,4.8,Osobennosti natsionalnoy politiki (2003),2003.0
2542,7.3,Osobennosti natsionalnoy rybalki (1997),1997.0
84,4.0,Osobennosti russkoy bani (1999),1999.0
41,4.0,Osobennyy (2006),2006.0
6,5.3,Ostanovka (1999),1999.0
23,6.7,"Ostorozhno, deti! (2009)",2009.0
8549,8.0,Ostrov (2006),2006.0
6,7.7,Ostrov myortvykh (1993),1993.0
527,3.0,Ostrov vezeniya (2013),2013.0
434,5.7,Ot 180 i vyshe (2005),2005.0
7,6.6,Ot serdtsa k serdtsu (2010) (TV),2010.0
486,3.2,Ot vinta 3D (2012),2012.0
40,5.6,Otdamsya v khoroshie ruki (2009),2009.0
62,5.5,Otdat kontsy (2013),2013.0
18,7.7,Otel mertvetsov (2013),2013.0
74,6.9,Otets (2007),2007.0
276,6.9,Otets Sergiy (1918),1918.0
2052,6.7,Otets i syn (2003),2003.0
6,4.5,"Otkroyte, Ded Moroz! (2007) (TV)",2007.0
24,5.6,Otkrytoe prostranstvo (2008),2008.0
6,6.2,Otkrytyy kosmos (2011) (TV),2011.0
25,4.9,Otkuda berutsya deti? (2008),2008.0
6,3.2,Otmorozki (2011),2011.0
5,4.2,Otrazheniye v zerkale (1992),1992.0
59,5.0,Otriv po polnoy (2007),2007.0
88,6.2,Otryv (2007),2007.0
8,8.9,Outlast (2016),2016.0
162,6.1,Ovechka Dolli byla zlaya i rano umerla (2015),2015.0
10,3.8,Over the Rainbow (LGBT Shorts) (2011),2011.0
19,8.2,Ovsunchu (2003),2003.0
1745,6.7,Ovsyanki (2010),2010.0
5,5.8,"Oy, moroz, moroz! (2005)",2005.0
83,6.0,Pacifier (1995),1995.0
13,3.8,Padenie (1993),1993.0
5,3.4,Padeniya s vala (2016) (V),2016.0
17,5.8,Pakostnik (2005),2005.0
47,6.7,Pal/Secam (2008),2008.0
529,6.3,Palata N6 (2009),2009.0
24,6.6,Pamietnik znaleziony w garbie (1993),1993.0
647,7.7,Papa (2004),2004.0
11,7.6,Papa (2014/III),2014.0
19,6.7,Papa naprokat (2008),2008.0
11,7.2,Para gnedykh (2010) (TV),2010.0
1583,5.1,Paragraf 78 (2007),2007.0
687,5.0,Paragraf 78 - Film vtoroy (2007),2007.0
9,8.7,Parallel World (2012) (V),2012.0
13,5.8,Parallelnye pryamye peresekayutsya v beskonechnosti (2015),2015.0
7,1.4,Paranormal Activity. Digest. Vol. 1 (2016),2016.0
